,question,result
74,역사적인 시가지에 가로명이 법정동으로 부여되는 경우는 어떤 이름을 가지는가?,"1. 역사적인 시가지에서 가로명이 법정동으로 부여되는 경우의 예시는 무엇인가?
2. 가로명이 법정동으로 사용되는 지역의 명칭 규정은 어떻게 되는가?"
88,"주요섭은 어떤 대학원에서 교육학 석사 학위를 취득했으며, 그 경험은 그의 작품에 어떤 영향을 미쳤나?","1. 주요섭 교육학 석사 학위 취득한 대학원은 어디인가?
2. 주요섭 작품에 교육학 석사 학위의 경험은 어떤 영향을 미쳤나?"
300,"디젤 기관의 작동 원리는 무엇이고, 압축비가 높을수록 온도가 어떻게 되는가?","1. 디젤 기관의 작동 원리는 무엇인가요?
2. 디젤의 압축비가 높을수록 온도가 어떻게 되는가?"
862,"국립공원과 국정공원의 차이점은 무엇이며, 국정공원의 관리는 어느 단위에 의해 이루어지고 있는가?","1. 국립공원과 국정공원의 차이점은 무엇인가?
2. 국정공원의 관리는 어느 단위에 의해 이루어지고 있는가?"
995,"미시령터널이 개통되기 전에는 미시령과 인근 고개의 통행량은 어떻게 되었으며, 이후에 어떤 변화가 있었나?","1. 미시령터널 개통 전 미시령과 인근 고개의 통행량은 어떻게 되었는가?
2. 미시령터널 개통 후 미시령과 인근 고개의 통행량은 어떤 변화가 있었나?"
715,"그리스도가 신자의 주인되심은 그리스도가 신자의 소유주이며, 그의 개인적 권리 또한 양도함을 의미합니다. 그것은 그리스도가 주인으로서 명령하는 바에 따라 움직이는 삶을 의미합니다. 즉, 성경에서 쓰여진 대로 성령에 의해서 쓰여진 하나님의 말씀에 따라 삶을 드리고, 말씀에 의지하여 순종하는 삶을 살게 됩니다.","1. 그리스도가 신자의 주인되심은 무엇을 의미하는가?
2. 그리스도가 신자의 소유주이며, 그의 개인적 권리를 양도함을 의미하는 것은 무엇인가?"
182,"경전철은 어떤 특성을 가지고 있는 교통 수단이며, 그 정의는 정확히 무엇인가?","1. 경전철의 특성은 무엇이며, 어떤 용도로 사용되는가?
2. 경전철의 정의는 무엇이며, 어떤 특징을 가지고 있는가?"
557,파나요트 파노의 생년월일과 사망일은 언제인가?,"1. 파나요트 파노의 생년월일은 무엇인가?
2. 파나요트 파노의 사망일은 언제인가?"
653,"페로 제도 축구 국가대표팀은 FIFA 월드컵 유럽 지역 예선에서 어떤 성적을 거두었으며, 그중 가장 좋은 성적은 언제였는가?","1. 페로 제도 축구 국가대표팀 FIFA 월드컵 유럽 지역 예선 성적은 무엇인가?
2. 페로 제도 축구 국가대표팀 FIFA 월드컵 유럽 지역 예선 최고 성적은 무엇인가?"
172,"손정의의 부모님은 어떠한 직업을 가지고 있었으며, 그는 어린 시절 어떻게 살았습니까?","1. 손정의 부모님의 직업은 무엇인가?
2. 손정의는 어린 시절에 어떻게 살았나?"
25,"아프가니스탄의 주류 민족은 무엇이며, 그 외에도 어떤 민족들이 거주하고 있는가?","1. 아프가니스탄의 주류 민족은 무엇입니까?
2. 아프가니스탄에는 어떤 다른 민족들이 살고 있습니까?"
238,"쿠프 드 라 리그에 2006/07 시즌부터 부전승이 주어지는 이유는 무엇이며, 이로 인해 어떤 결과가 발생했나?","1. 쿠프 드 라 리그에 2006/07 시즌 이후에 부전승이 주어지는 이유는 무엇인가?
2. 쿠프 드 라 리그에 부전승이 도입된 후에 어떤 결과가 발생했는가?"
213,"불가사리류의 천적으로 무엇이며, 살아있는 불가사리의 종은 몇 개 정도인가?","1. 불가사리류의 천적은 무엇인가?
2. 살아있는 불가사리의 종은 몇 개인가?"
606,"하르처가 받은 훈장은 무엇이었고, 그 횟수는 얼마인가?","1. 하르처가 받은 훈장은 무엇이었나요?
2. 하르처가 받은 훈장의 횟수는 몇 번이었나요?"
481,"흑치상지는 당나라에 귀화했을 때 어떤 직책과 위치를 맡았으며, 이후 당나라에서 어떤 활동을 하였는지 알려주세요.","1. 흑치상지가 당나라에 귀화했을 때 맡은 직책과 위치는 무엇이었나요?
2. 흑치상지가 당나라에서 어떤 활동을 했나요?"
731,"지나라는 호칭은 어디서 유래되었고, 현재 중국인들은 이 이름을 어떻게 받아들이고 있나요?","1. 지나라는 호칭 유래는 어떻게 되나요?
2. 중국인들이 지나라라는 이름 받아들이는 방식은 어떻게 되나요?"
26,"역사적으로 아프가니스탄은 여러 세력을 받쳐왔는데, 대표적인 정복 세력은 누구이며, 그들에 의해 어떤 제국들이 만들어졌는가?","1. 아프가니스탄의 정복 세력은 누구입니까?
2. 아프가니스탄에서 어떤 제국들이 형성되었습니까?"
948,상괭이가 서식하는 지역과 깊이에 대해 알려주세요.,"1. 상괭이 서식지역은 어디에 있나요?
2. 상괭이가 서식하는 깊이는 어떻게 되나요?"
1129,토타티스를 발견한 사람의 이름과 발견 날짜는 무엇인가?,"1. 토타티스를 발견한 사람의 이름은 무엇인가?
2. 토타티스를 발견한 날짜는 언제인가?"
1119,"리 군은 어떤 방법으로 구성할 수 있으며, 특정한 연산을 통해 새로운 리 군을 만들 수 있는가?","1. 리 군 구성 방법은 무엇인가?
2. 특정 연산을 통해 새로운 리 군 만드는 방법은 무엇인가?"
848,부산 BNK 썸의 창단 연도와 초기 홈 경기장은 무엇인가?,"1. 부산 BNK 썸 창단 연도은 언제인가?
2. 부산 BNK 썸 초기 홈 경기장은 무엇인가?"
1096,"PC방의 시간당 요금은 지역마다 다르다고 합니다. 일반적으로 시간당 요금은 얼마나 있으며, 가격 책정은 어떻게 되고 있나요?","1. PC방 시간당 지역별 요금은 어떻게 되나요?
2. PC방 시간당 지역별 가격 정책은 어떻게 되나요?"
1102,"네온 사인의 원리는 무엇이며, 다양한 색을 내는 방법은 무엇인가?","1. 네온 사인의 원리는 무엇인가?
2. 네온 사인이 다양한 색을 내는 방법은 무엇인가?"
954,쌍촌역이 위치한 곳과 구조에 대해 설명해 주세요,"1. 쌍촌역 위치는 어디인가요?
2. 쌍촌역 구조의 특징은 무엇인가요??"
358,"덕종은 어떤 성격과 능력으로 알려져 있었으며, 그가 즉위한 후에 어떤 정책이나 사업을 추진했나?","1. 덕종은 어떤 성격과 능력으로 알려져 있는가?
2. 덕종이 즉위한 후에 어떤 정책이나 사업을 추진했나?"
635,위 후폐제 조모의 생애와 사망에 대해 설명해 주세요.,"1. 위 후폐제 조모의 생애에 대해 설명해 주세요
2. 위 후폐제 조모의 사망 원인과 과정에 대해 설명해 주세요."
893,"이동키 네트워크(eDonkey network)는 무엇이며, 대한민국에서는 어떻게 불려지는가?","1. 이동키 네트워크(eDonkey network)는 무엇인가?
2. 대한민국에서 이동키 네트워크(eDonkey network)는 어떻게 불리는가?"
916,스주의 이름은 무엇이며 그 이름의 유래는 무엇인가?,"1. 스주의 이름은 무엇인가?
2. 스주의 이름의 유래는 무엇인가?"
399,브레멘의 역사에서 중요한 날짜와 사건은 언제인가?,"1. 브레멘의 역사에서 중요한 날짜는 언제인가?
2. 브레멘의 역사에서 중요한 사건은 어떤 것인가?"
674,우에스기 가게토라의 생애에서 어린 시절은 어떻게 보냈나요? 호조 사부로에서 가게토라는 이름으로 바뀌는 과정은 어떤가요?,"1. 우에스기 가게토라 어린 시절은 어떻게 보냈나요?
2. 호조 사부로에서 가게토라로 이름을 바꾼 이유와 과정에 대해 알려주세요."
1039,"커스티 리 코번트리는 2009년 로마 세계 선수권 대회에서 어떤 종목에서 금메달을 획득했으며, 그 외에도 어떤 메달을 획득했는가?","1. 2009년 로마 세계 선수권 대회에서 커스티 리 코번트리가 금메달을 획득한 종목은 무엇인가?
2. 2009년 로마 세계 선수권 대회에서 커스티 리 코번트리가 금메달 이외에 획득한 다른 메달은 무엇이 있는가?"
19,"USSS은 언제부터 존재했으며, 그 역사에서 중요한 사건은 무엇인가?","1. 미국 비밀경호국 (USSS) 설립 연도는?
2. 미국 비밀경호국의 중요한 사건들은 무엇이 있었나요?"
223,"수정구의 인구는 얼마나이고, 하위 행정 구역은 몇 개가 있는지 알려주세요.","1. 수정구의 인구는 얼마인가요?
2. 수정구의 하위 행정 구역은 몇 개인가요?"
0,"칠리 크래브의 이름은 무엇이며, 그 뜻은 무엇인가?","1. 칠리 크래브의 이름은 무엇인가?
2. 칠리 크래브의 뜻은 무엇인가?"
1062,유다 복음서가 문서가 발견된 경위와 현재 상태는 어떻게 되는가?,"1. 유다 복음서가 문서가 발견된 경위는 무엇인가?
2. 유다 복음서의 현재 상태는 어떻게 되는가?"
914,"변형 텐서란 무엇이며, 어떤 종류의 변형을 나타내는가?","1. 변형 텐서 정의는 무엇인가?
2. 변형 텐서는 어떤 종류의 변형을 나타내는가?"
478,"유정은 신선 일영을 만났을 때 무슨 일이 일어났으며, 일영의 죽음으로 인해 무슨 일이 일어났는가?","1. 유정은 신선 일영을 만났을 때 무슨 일이 일어났나요?
2. 유정에게 일영의 죽음으로 인해 무슨 일이 일어났는가?"
734,"지나라는 호칭이 영어의 차이나(China)와 유사한 점은 무엇이며, 유럽 국가들이 많이 사용하는 진나라를 어원으로 하는 이유는 무엇인가요?","1. 지나라는 호칭이 영어의 차이나(China)와 유사한 점은 무엇인가요?
2. 유럽 국가들이 많이 사용하는 진나라를 어원으로 하는 이유는 무엇인가요?"
560,"파나요트 파노의 사망 원인은 무엇이었고, 어디서 사망했습니까?","1. 파나요트 파노의 사망 원인은 무엇이었나요?
2. 파나요트 파노는 어디에서 사망했나요?"
563,아쿠에이리언 에이지 시리즈는 다른 게임이나 미디어와 어떤 차별점을 가지고 있는가?,"1. 아쿠에이리언 에이지 시리즈와 비슷한 게임이나 미디어는 무엇인가?
2. 아쿠에이리언 에이지 시리즈의 주요 특징은 무엇이며 다른 게임이나 미디어와 어떻게 다른가?"
1034,경희대학교의 개교 연도와 교명을 무엇으로 부른 것인가?,"1. 경희대학교의 개교 연도는 언제인가?
2. 경희대학교의 개교 당시 교명은 무엇인가?"
1128,토타티스의 주기와 다음 근접일은 언제인가?,"1. 토타티스의 주기는 언제인가?
2. 토타티스의 다음 근접일은 언제인가?"
381,"터보제트 엔진의 용도와 특징은 무엇이며, 현재 어떤 항공기에서 사용되고 있는가?","1. 터보제트 엔진의 용도와 특징은 무엇인가?
2. 현재 어떤 항공기에서 터보제트 엔진이 사용되고 있는가?"
698,"기하학에서 완비 거리 공간이란 무엇이며, 그 정의는 어떻게 설명되는가?","1. 완비 거리 공간의 정의는 무엇이며, 기하학에서 어떻게 설명되는가?
2. 기하학에서 완비 거리 공간이란 무엇이며, 그 특징은 어떻게 설명되는가?"
97,뮤지컬 《명성황후》는 원작 소설의 제목과 작곡가 부부의 이름은 무엇인가?,"1. 뮤지컬 《명성황후》의 원작 소설 제목은 무엇인가?
2. 뮤지컬 《명성황후》의 작곡가 부부의 이름은 무엇인가?"
1033,"과거 전통 관례는 어떤 형태로 존재했으며, 그 중에서 어떤 것은 현재에도 이어지고 있는가?","1. 전통 관례의 형태는 무엇이 있었는가?
2. 현재까지 이어지고 있는 전통 관례는 무엇이 있는가?"
983,마쓰야마 시의 기후와 연평균 기온과 강수량은 얼마인가?,"1. 마쓰야마 시의 기후 특징은 무엇인가?
2. 마쓰야마 시의 연평균 기온은 어떻게 되는가?
3. 마쓰야마 시의 연평균 강수량은 어떻게 되는가?"
55,FC 바르셀로나와 레알 마드리드의 첫 경기는 언제 어디서 열렸으며 결과는 무엇인가?,"1. FC 바르셀로나와 레알 마드리드의 첫 경기는 언제 열렸나요?
2. FC 바르셀로나와 레알 마드리드의 첫 경기는 어디서 열렸고 결과는 무엇이었나요?"
1087,"후쿠다 다케오는 언제 태어났고, 언제 사망했으며, 그의 아들은 누구인가?","1. 후쿠다 다케오의 생년월일인 언제인가?
2. 후쿠다 다케오의 사망일자는 언제인가?
3. 후쿠다 다케오 아들의 이름은 무엇인가?"
43,유키노 사츠키의 본명과 2003년 이전에 표기된 이름은 무엇인가?,"1. 유키노 사츠키의 본명은 무엇인가?
2. 유키노 사츠키가 2003년 이전에 사용했던 이름은 무엇인가?"
956,최홍만 씨름 선수의 출생지와 신장은 무엇인가?,"1. 최홍만 씨름 선수의 출생지는 어디인가?
2. 최홍만 씨름 선수의 신장은 얼마인가?"
627,'어리-'라는 한글이 처음 사용된 시기와 의미는 무엇인가? 또한 '어린이'라는 단어가 어떻게 만들어졌나?,"1. 어리-라는 한글이 처음 사용된 시기와 의미는 무엇인가?
2. 어린이라는 단어의 유래와 의미는 무엇인가?"
1229,"구덕환은 어떤 독립 운동을 하였으며, 그 과정에서 어떠한 활동을 하였습니까?","1. 구덕환은 어떤 독립 운동을 했는가?
2. 독립 운동 과정에서 구덕환이 한 활동은 무엇인가?"
634,프리그는 어떤 활동을 하면서 구름을 만드는지 알려주세요.,"1. 프리그가 구름을 만드는 활동은 무엇인가요?
2. 구름을 형성하는 프리그의 과정은 어떻게 되나요?"
548,리틀록의 역사에 대해 설명해 주세요.,"1. 리틀록의 역사는 어떻게 시작되었나요?
2. 리틀록이 세계적으로 어떻게 성장하게 되었나요?"
